Season,Round,Date,Time,TeamHome,Result,TeamAway,Referee,Stadium,PlayersHome,RatingHome,PotentialHome,PlayersAway,RatingAway,PotentialAway
2015,28,05/03/2016,22:00 ,Deportivo de La Coruña,3-3,Málaga,Velasco Carballo,Estadio Municipal de Riazor,"[['Lux', 'Juanfran', 'Arribas', 'Luisinho', 'Fernando Navarro', 'Borges', 'Fede Cartabia', 'Mosquera', 'Álex Bergantiños', 'Luis Alberto', 'Lucas Pérez'], ['Fajr', 'Oriol Riera', 'Jonás Gutiérrez', 'Manu Fernández', 'Manuel Pablo', 'Laure', 'Lopo']]","[[76, 74, 75, 74, 75, 77, 74, 78, 74, 75, 79], [76, 72, 74, 68, 67, 74, 60]]","[[76, 75, 77, 74, 75, 78, 81, 78, 74, 83, 80], [77, 72, 74, 68, 67, 74, 71]]","[['Kameni', 'Rosales', 'Weligton', 'Albentosa', 'Miguel Torres', 'Recio', 'Atsu', 'Camacho', 'Chori Castro', 'Santa Cruz', 'Charles'], ['Ochoa', 'Ricardo Horta', 'Pablo Fornals', 'Uche', 'Ricca', 'Boka', 'Filipenko']]","[[79, 76, 78, 74, 74, 76, 76, 80, 81, 74, 76], [79, 74, 71, 77, 70, 77, 73]]","[[79, 77, 78, 75, 74, 80, 81, 83, 81, 74, 76], [79, 83, 79, 77, 80, 77, 73]]"
2015,28,06/03/2016,12:00 ,Betis,2-0,Granada,Iglesias Villanueva,Benito Villamarín,"[['Adán', 'Montoya', 'Pezzella', 'Bruno', 'Vargas', 'Fabián', ""N'Diaye"", 'Cejudo', 'Dani Ceballos', 'Musonda', 'Rubén Castro'], ['Petros', 'Jorge Molina', 'Joaquín', 'Dani Giménez', 'Leandro Damião', 'Xavi Torres', 'Portillo']]","[[77, 78, 73, 74, 76, 70, 77, 74, 74, 70, 79], [76, 75, 79, 70, 74, 74, 75]]","[[77, 81, 79, 78, 76, 84, 79, 74, 85, 86, 79], [78, 75, 79, 70, 74, 74, 76]]","[['Andrés Fernández', 'Miguel Lopes', 'Ricardo Costa', 'Babin', 'Rubén Pérez', 'Doucouré', 'Biraghi', 'Peñaranda', 'Rochina', 'Success', 'El-Arabi'], ['Foulquier', 'Fran Rico', 'Barral', 'Jesús Fernández', 'Lombán', 'Edgar', 'Krhin']]","[[77, 76, 74, 74, 76, 73, 73, 72, 73, 70, 75], [71, 75, 74, 69, 74, 73, 75]]","[[77, 76, 74, 74, 77, 79, 79, 84, 77, 82, 75], [77, 75, 74, 70, 74, 79, 79]]"
2015,28,06/03/2016,16:00 ,Eibar,0-4,Barcelona,Undiano Mallenco,Estadio Municipal de Ipurua,"[['Riesgo', 'Capa', 'Ramis', 'Pantić', 'Juncà', 'Adrián', 'Dani García', 'Radošević', 'Escalante', 'Sergi Enrich', 'Borja Bastón'], ['Hajrović', 'Inui', 'Saúl Berjón', 'Irureta', 'Ansotegi', 'Mauro dos Santos', 'Luna']]","[[71, 73, 74, 73, 70, 73, 74, 65, 73, 71, 74], [74, 74, 76, 75, 74, 72, 73]]","[[71, 78, 74, 77, 76, 74, 76, 73, 81, 73, 82], [79, 75, 76, 75, 74, 74, 77]]","[['Claudio Bravo', 'Dani Alves', 'Mascherano', 'Piqué', 'Jordi Alba', 'Arda Turan', 'Busquets', 'Rakitić', 'Munir', 'Messi', 'Luis Suárez'], ['Bartra', 'Vermaelen', 'Sergi Roberto', 'Ter Stegen', 'Iniesta', 'Aleix Vidal', 'Mathieu']]","[[83, 84, 83, 85, 84, 83, 86, 85, 74, 94, 90], [80, 80, 78, 82, 88, 79, 82]]","[[83, 84, 83, 85, 85, 83, 87, 85, 80, 94, 90], [83, 80, 84, 87, 88, 81, 82]]"
2015,28,06/03/2016,18:15 ,Real Sociedad,1-1,Levante,Pérez Montero,Anoeta,"[['Rulli', 'Elustondo', 'Diego Reyes', 'Iñigo Martínez', 'Yuri', 'Rubén Pardo', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Jonathas', 'Carlos Vela'], ['Granero', 'Bruma', 'Oier Olazábal', 'Mikel González', 'Zaldúa', 'Héctor Hernández', 'De la Bella']]","[[79, 72, 75, 80, 74, 77, 77, 79, 73, 79, 81], [77, 76, 70, 76, 72, 69, 77]]","[[86, 80, 83, 84, 76, 83, 77, 81, 85, 80, 82], [77, 85, 72, 76, 78, 75, 77]]","[['Mariño', 'Feddal', 'Medjani', 'Iván López', 'Toño', 'Lerma', 'Verza', 'Verdú', 'Rossi', 'Deyverson', 'Morales'], ['Simão Junior', 'Juanfran', 'Rubén García', 'Rubén', 'Camarasa', 'Cuero', 'Víctor Casadesús']]","[[73, 75, 71, 74, 75, 72, 75, 76, 78, 76, 77], [75, 72, 74, 74, 75, 72, 74]]","[[77, 76, 71, 82, 77, 81, 75, 76, 78, 82, 77], [76, 72, 81, 74, 83, 79, 74]]"
2015,28,06/03/2016,18:15 ,Sporting de Gijón,0-2,Athletic Club,Del Cerro Grande,El Molinón,"[['Cuéllar', 'Meré', 'Vranješ', 'Luis Hernández', 'Canella', 'Dani Ndi', 'Rachid', 'Jony', 'Mascarell', 'Halilović', 'Sanabria'], ['Álex Barrera', 'Carlos Castro', 'Álex Menéndez', 'Alberto', 'Lora', 'Isma López', 'Carmona']]","[[76, 72, 71, 74, 72, 70, 66, 77, 71, 77, 75], [68, 69, 68, 67, 76, 73, 72]]","[[76, 84, 72, 75, 72, 79, 72, 81, 78, 90, 86], [74, 77, 74, 67, 76, 75, 72]]","[['Iraizoz', 'De Marcos', 'Etxeita', 'Laporte', 'Balenziaga', 'Raúl García', 'Susaeta', 'Beñat', 'San José', 'Muniain', 'Aduriz'], ['Gurpegui', 'Sabin Merino', 'Eraso', 'Herrerín', 'Bóveda', 'Iturraspe', 'Mikel Rico']]","[[79, 80, 77, 83, 79, 81, 78, 80, 80, 80, 82], [79, 73, 73, 74, 76, 81, 78]]","[[79, 81, 77, 87, 79, 81, 78, 80, 82, 85, 82], [79, 79, 75, 74, 77, 82, 78]]"
2015,28,06/03/2016,20:30 ,Valencia,1-3,Atlético de Madrid,Álvarez Izquierdo,Camp de Mestalla,"[['Diego Alves', 'João Cancelo', 'Siqueira', 'Mustafi', 'Aderlan Santos', 'André Gomes', 'Javi Fuego', 'Enzo Pérez', 'Feghouli', 'Cheryshev', 'Alcácer'], ['Danilo', 'Negredo', 'Rodrigo', 'Ryan', 'Parejo', 'Barragán', 'Abdennour']]","[[82, 75, 78, 82, 80, 80, 80, 79, 81, 79, 80], [78, 81, 78, 78, 82, 75, 81]]","[[82, 84, 78, 87, 81, 87, 80, 79, 83, 83, 86], [85, 81, 82, 83, 83, 75, 83]]","[['Oblak', 'Juanfran', 'Giménez', 'Lucas Hernández', 'Filipe Luís', 'Saúl', 'Gabi', 'Kranevitter', 'Koke', 'Vietto', 'Griezmann'], ['Óliver Torres', 'Fernando Torres', 'Carrasco', 'Moyá', 'Correa', 'Jesús Gámez', 'Thomas']]","[[82, 81, 81, 72, 82, 77, 81, 74, 83, 78, 84], [79, 79, 79, 80, 77, 79, 74]]","[[86, 81, 87, 83, 82, 86, 81, 82, 87, 85, 88], [86, 79, 85, 80, 88, 79, 81]]"
2015,28,07/03/2016,20:30 ,Espanyol,2-1,Rayo Vallecano,Fernández Borbalán,Power8 Stadium,"[['Pau López', 'Álvaro', 'Javi López', 'Duarte', 'Duarte', 'Diop', 'Abraham', 'Víctor Sánchez', 'Burgui', 'Gerard Moreno', 'Asensio'], ['Caicedo', 'Hernán Pérez', 'Roco', 'Arlauskis', 'Víctor Álvarez', 'Salva Sevilla', 'Jordán']]","[[71, 76, 76, 73, 73, 77, 73, 76, 70, 75, 75], [78, 74, 75, 70, 73, 75, 66]]","[[78, 78, 76, 74, 74, 77, 73, 76, 79, 81, 87], [79, 75, 82, 70, 79, 75, 73]]","[['Yoel', 'Tito', 'Llorente', 'Crespo', 'Nacho', 'Montiel', 'Trashorras', 'Baena', 'Bebé', 'Embarba', 'Manucho'], ['Özbiliz', 'Quini', 'Javi Guerra', 'Juan Carlos', 'Amaya', 'Piti', 'Zé Castro']]","[[72, 77, 73, 70, 75, 67, 79, 78, 72, 73, 76], [75, 70, 74, 70, 76, 73, 76]]","[[73, 77, 80, 70, 76, 77, 79, 79, 75, 81, 76], [77, 72, 74, 70, 76, 73, 76]]"
2015,29,11/03/2016,20:30 ,Málaga,1-0,Sporting de Gijón,De Burgos Bengoetxea,La Rosaleda,"[['Ochoa', 'Rosales', 'Weligton', 'Albentosa', 'Miguel Torres', 'Pablo Fornals', 'Juanpi Añor', 'Recio', 'Chori Castro', 'Charles', 'Uche'], ['Duda', 'Juankar', 'Atsu', 'Ricardo Horta', 'Ricca', 'Filipenko', 'Aarón']]","[[79, 76, 78, 74, 74, 71, 75, 76, 81, 76, 77], [73, 72, 76, 74, 70, 73, 54]]","[[79, 77, 78, 75, 74, 79, 85, 80, 81, 76, 77], [73, 74, 81, 83, 80, 73, 60]]","[['Cuéllar', 'Lora', 'Meré', 'Luis Hernández', 'Isma López', 'Dani Ndi', 'Jony', 'Carmona', 'Mascarell', 'Sergio Álvarez', 'Sanabria'], ['Pablo Pérez', 'Halilović', 'Carlos Castro', 'Alberto', 'Lichnovsky', 'Canella', 'Rachid']]","[[76, 76, 72, 74, 73, 70, 77, 72, 71, 75, 75], [70, 77, 69, 67, 68, 72, 66]]","[[76, 76, 84, 75, 75, 79, 81, 72, 78, 81, 86], [77, 90, 77, 67, 78, 72, 72]]"
2015,29,12/03/2016,16:00 ,Barcelona,6-0,Getafe,Pérez Montero,Camp Nou,"[['Claudio Bravo', 'Aleix Vidal', 'Sergi Roberto', 'Mathieu', 'Piqué', 'Jordi Alba', 'Iniesta', 'Arda Turan', 'Munir', 'Neymar', 'Messi'], ['Bartra', 'Samper', 'Vermaelen', 'Ter Stegen', 'Rakitić', 'Dani Alves', 'Luis Suárez']]","[[83, 79, 78, 82, 85, 84, 88, 83, 74, 90, 94], [80, 70, 80, 82, 85, 84, 90]]","[[83, 81, 84, 82, 85, 85, 88, 83, 80, 94, 94], [83, 82, 80, 87, 85, 84, 90]]","[['Guaita', 'Vergini', 'Velázquez', 'Pereira', 'Emi Buendía', 'Medrán', 'Juan Rodríguez', 'Pedro León', 'Yoda', 'Wanderson', 'Šćepović'], ['Moi Gómez', 'Víctor', 'Mensah', 'Megyeri', 'Borja Galán', 'Miguel Ángel', 'Carrillo']]","[[77, 73, 74, 74, 70, 72, 74, 78, 72, 71, 71], [76, 76, 76, 71, 53, 59, 59]]","[[77, 74, 81, 74, 80, 79, 74, 78, 73, 79, 73], [83, 78, 84, 73, 61, 69, 67]]"
2015,29,12/03/2016,18:15 ,Celta de Vigo,1-0,Real Sociedad,Martínez Munuera,Balaidos,"[['Sergio Álvarez', 'Hugo Mallo', 'Cabral', 'Sergi Gómez', 'Jonny', 'Wass', 'Radoja', 'Marcelo Díaz', 'Guidetti', 'Nolito', 'Iago Aspas'], ['Bongonda', 'Beauvue', 'Señé', 'Rubén Blanco', 'Dražić', 'Planas', 'Borja']]","[[76, 78, 77, 73, 76, 77, 76, 74, 74, 82, 78], [72, 77, 69, 70, 70, 71, 72]]","[[76, 84, 77, 81, 82, 79, 82, 74, 80, 82, 78], [85, 77, 75, 81, 82, 75, 72]]","[['Rulli', 'Elustondo', 'Zaldúa', 'Diego Reyes', 'Iñigo Martínez', 'Yuri', 'Rubén Pardo', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Jonathas'], ['Bruma', 'Héctor Hernández', 'Carlos Vela', 'Oier Olazábal', 'Mikel González', 'Markel Bergara', 'De la Bella']]","[[79, 72, 72, 75, 80, 74, 77, 77, 79, 73, 79], [76, 69, 81, 70, 76, 76, 77]]","[[86, 80, 78, 83, 84, 76, 83, 77, 81, 85, 80], [85, 75, 82, 72, 76, 76, 77]]"
2015,29,12/03/2016,20:30 ,Atlético de Madrid,3-0,Deportivo de La Coruña,Melero López,Vicente Calderón,"[['Oblak', 'Juanfran', 'Giménez', 'Godín', 'Filipe Luís', 'Saúl', 'Gabi', 'Koke', 'Vietto', 'Carrasco', 'Griezmann'], ['Kranevitter', 'Óliver Torres', 'Correa', 'Moyá', 'Jesús Gámez', 'Lucas Hernández', 'Thomas']]","[[82, 81, 81, 86, 82, 77, 81, 83, 78, 79, 84], [76, 78, 77, 80, 78, 72, 74]]","[[86, 81, 87, 86, 82, 86, 81, 87, 85, 85, 88], [84, 85, 88, 80, 78, 83, 81]]","[['Lux', 'Laure', 'Manuel Pablo', 'Lopo', 'Arribas', 'Borges', 'Fajr', 'Fede Cartabia', 'Mosquera', 'Álex Bergantiños', 'Jonathan Rodríguez'], ['Rober Pier', 'Luis Alberto', 'Oriol Riera', 'Pletikosa', 'Fernando Navarro', 'Cani', 'Jonás Gutiérrez']]","[[76, 74, 67, 60, 75, 77, 76, 74, 78, 74, 74], [63, 75, 72, 73, 75, 74, 74]]","[[76, 74, 67, 71, 77, 78, 77, 81, 78, 74, 82], [75, 83, 72, 73, 75, 74, 74]]"
2015,29,12/03/2016,22:00 ,Rayo Vallecano,1-1,Eibar,Álvarez Izquierdo,Estadio de Vallecas,"[['Yoel', 'Tito', 'Llorente', 'Zé Castro', 'Nacho', 'Özbiliz', 'Trashorras', 'Iturra', 'Bebé', 'Miku', 'Piti'], ['Quini', 'Manucho', 'Embarba', 'Juan Carlos', 'Amaya', 'Javi Guerra', 'Montiel']]","[[72, 77, 73, 76, 75, 75, 79, 74, 72, 73, 73], [70, 76, 73, 70, 76, 74, 67]]","[[73, 77, 80, 76, 76, 77, 79, 74, 75, 73, 73], [72, 76, 81, 70, 76, 74, 77]]","[['Riesgo', 'Capa', 'Mauro dos Santos', 'Ramis', 'Juncà', 'Adrián', 'Dani García', 'Inui', 'Radošević', 'Escalante', 'Borja Bastón'], ['Sergi Enrich', 'Barrenetxea', 'Ansotegi', 'Irureta', 'Pantić', 'Hajrović', 'Etxaburu']]","[[71, 73, 72, 74, 70, 73, 74, 74, 65, 73, 74], [71, 57, 74, 75, 73, 74, 54]]","[[71, 78, 74, 74, 76, 74, 76, 75, 73, 81, 82], [73, 65, 74, 75, 77, 79, 62]]"
2015,29,13/03/2016,12:00 ,Levante,1-0,Valencia,Del Cerro Grande,Ciutat de Valencia,"[['Mariño', 'Feddal', 'Medjani', 'Juanfran', 'Lerma', 'Verza', 'Simão Junior', 'Verdú', 'Rossi', 'Deyverson', 'Morales'], ['Pedro López', 'Camarasa', 'Víctor Casadesús', 'Rubén', 'David Navarro', 'Cuero', 'Rubén García']]","[[73, 75, 71, 72, 72, 75, 75, 76, 78, 76, 77], [72, 75, 74, 74, 75, 72, 74]]","[[77, 76, 71, 72, 81, 75, 76, 76, 78, 82, 77], [72, 83, 74, 74, 75, 79, 81]]","[['Diego Alves', 'João Cancelo', 'Abdennour', 'Siqueira', 'Mustafi', 'André Gomes', 'Javi Fuego', 'Parejo', 'Feghouli', 'Piatti', 'Alcácer'], ['Barragán', 'Negredo', 'Rodrigo', 'Ryan', 'Rubén Vezo', 'Danilo', 'Santi Mina']]","[[82, 75, 81, 78, 82, 80, 80, 82, 81, 79, 80], [75, 81, 78, 78, 76, 78, 75]]","[[82, 84, 83, 78, 87, 87, 80, 83, 83, 80, 86], [75, 81, 82, 83, 83, 85, 84]]"
2015,29,13/03/2016,16:00 ,Sevilla,4-2,Villarreal,Velasco Carballo,Estadio Ramón Sánchez-Pizjuán,"[['Sergio Rico', 'Mariano', 'Carriço', 'Rami', 'Trémoulinas', 'Konoplyanka', 'Banega', ""N'Zonzi"", 'Iborra', 'Krohn-Dehli', 'Gameiro'], ['Escudero', 'Cristóforo', 'Reyes', 'Kolodzciejczak', 'Juan Muñoz', 'Llorente', 'David Soria']]","[[77, 77, 80, 79, 81, 82, 81, 79, 81, 79, 79], [73, 72, 79, 60, 72, 80, 64]]","[[86, 77, 81, 79, 81, 84, 82, 80, 81, 79, 79], [75, 80, 79, 64, 81, 80, 72]]","[['Areola', 'Rukavina', 'Mario Gaspar', 'Eric Bailly', 'Bonera', 'Víctor Ruiz', 'Bruno Soriano', 'Denis Suárez', 'Pina', 'Bakambu', 'Adrián López'], ['Leo Baptistão', 'Samu Castillejo', 'Asenjo', 'Manu Trigueros', 'Nahuel', 'Adrián Marín', 'Rodri']]","[[80, 77, 79, 79, 75, 80, 81, 79, 78, 79, 77], [78, 77, 81, 79, 73, 70, 65]]","[[88, 77, 83, 87, 75, 81, 81, 86, 78, 83, 77], [83, 85, 83, 84, 85, 80, 78]]"
2015,29,13/03/2016,18:15 ,Athletic Club,3-1,Betis,Jaime Latre,San Mamés,"[['Iraizoz', 'Bóveda', 'Gurpegui', 'Laporte', 'Lekue', 'Raúl García', 'Mikel Rico', 'Susaeta', 'San José', 'Muniain', 'Sabin Merino'], ['Etxeita', 'Elustondo', 'Aduriz', 'Herrerín', 'Beñat', 'De Marcos', 'Viguera']]","[[79, 76, 79, 83, 71, 81, 78, 78, 80, 80, 73], [77, 75, 82, 74, 80, 80, 71]]","[[79, 77, 79, 87, 79, 81, 78, 78, 82, 85, 79], [77, 75, 82, 74, 80, 81, 71]]","[['Adán', 'Montoya', 'Molinero', 'Pezzella', 'Bruno', ""N'Diaye"", 'Musonda', 'Petros', 'Jorge Molina', 'Joaquín', 'Rubén Castro'], ['Dani Ceballos', 'Cejudo', 'Fabián', 'Dani Giménez', 'Leandro Damião', 'Xavi Torres', 'Westermann']]","[[77, 78, 72, 73, 74, 77, 70, 76, 75, 79, 79], [74, 74, 70, 70, 74, 74, 76]]","[[77, 81, 72, 79, 78, 79, 86, 78, 75, 79, 79], [85, 74, 84, 70, 74, 74, 76]]"
2015,29,13/03/2016,20:30 ,Las Palmas,1-2,Real Madrid,Fernández Borbalán,Estadio de Gran Canaria,"[['Javi Varas', 'Nili', 'Bigas', 'David García', 'Lemos', 'Garrido', 'Montoro', 'Roque Mesa', 'Momo', 'Jonathan Viera', 'Willian José'], ['Araujo', 'Dani Castellano', 'El Zhar', 'Lizoain', 'Ángel', 'Aythami', 'Valerón']]","[[75, 65, 73, 70, 68, 72, 70, 73, 70, 77, 71], [76, 69, 74, 68, 71, 72, 74]]","[[75, 74, 77, 70, 77, 72, 71, 75, 70, 79, 77], [80, 69, 74, 72, 71, 72, 74]]","[['Keylor Navas', 'Arbeloa', 'Carvajal', 'Sergio Ramos', 'Pepe', 'Isco', 'Modrić', 'Lucas Vázquez', 'Casemiro', 'Bale', 'Cristiano Ronaldo'], ['Jesé', 'Marcelo', 'Kovačić', 'Casilla', 'Varane', 'Nacho', 'Mayoral']]","[[82, 76, 82, 87, 84, 84, 87, 78, 79, 87, 93], [80, 83, 78, 80, 82, 77, 66]]","[[82, 76, 85, 87, 84, 88, 87, 83, 83, 89, 93], [87, 84, 84, 80, 89, 79, 81]]"
2015,29,14/03/2016,20:30 ,Granada,1-1,Espanyol,González González,Estadio Nuevo Los Carmenes,"[['Andrés Fernández', 'Miguel Lopes', 'Ricardo Costa', 'Lombán', 'Rubén Pérez', 'Doucouré', 'Biraghi', 'Rochina', 'Success', 'El-Arabi', 'Barral'], ['Edgar', 'Krhin', 'Jesús Fernández', 'Fran Rico', 'Babin', 'Cuenca', 'Foulquier']]","[[77, 76, 74, 74, 76, 73, 73, 73, 70, 75, 74], [73, 75, 69, 75, 74, 69, 71]]","[[77, 76, 74, 74, 77, 79, 79, 77, 82, 75, 74], [79, 79, 70, 75, 74, 73, 77]]","[['Pau López', 'Álvaro', 'Javi López', 'Duarte', 'Roco', 'Duarte', 'Hernán Pérez', 'Abraham', 'Burgui', 'Gerard Moreno', 'Asensio'], ['Salva Sevilla', 'Mamadou Sylla', 'Arlauskis', 'Rober', 'Víctor Álvarez', 'Montañés', 'Jordán']]","[[71, 76, 76, 73, 75, 73, 74, 73, 70, 75, 75], [75, 68, 70, 67, 73, 74, 66]]","[[78, 78, 76, 74, 82, 74, 75, 73, 79, 81, 87], [75, 77, 70, 72, 79, 74, 73]]"
2015,30,18/03/2016,20:30 ,Getafe,1-1,Eibar,Iglesias Villanueva,Coliseum Alfonso Pérez,"[['Guaita', 'Damián Suárez', 'Cala', 'Velázquez', 'Pereira', 'Medrán', 'Sarabia', 'Lacen', 'Wanderson', 'Šćepović', 'Álvaro Vázquez'], ['Juan Rodríguez', 'Víctor', 'Pedro León', 'Megyeri', 'Yoda', 'Moi Gómez', 'Emi Buendía']]","[[77, 76, 73, 74, 74, 72, 77, 76, 71, 71, 75], [74, 76, 78, 71, 72, 76, 70]]","[[77, 76, 75, 81, 74, 79, 82, 76, 79, 73, 79], [74, 78, 78, 73, 73, 83, 80]]","[['Riesgo', 'Capa', 'Mauro dos Santos', 'Ramis', 'Juncà', 'Adrián', 'Keko', 'Dani García', 'Inui', 'Escalante', 'Borja Bastón'], ['Ansotegi', 'Sergi Enrich', 'Jota Peleteiro', 'Irureta', 'Hajrović', 'Saúl Berjón', 'Barrenetxea']]","[[71, 73, 72, 74, 70, 73, 73, 74, 74, 73, 74], [74, 71, 70, 75, 74, 76, 57]]","[[71, 78, 74, 74, 76, 74, 77, 76, 75, 81, 82], [74, 73, 75, 75, 79, 76, 65]]"
2015,30,19/03/2016,16:00 ,Sporting de Gijón,2-1,Atlético de Madrid,Gil Manzano,El Molinón,"[['Cuéllar', 'Lora', 'Meré', 'Luis Hernández', 'Isma López', 'Jony', 'Pablo Pérez', 'Mascarell', 'Nacho Cases', 'Sergio Álvarez', 'Sanabria'], ['Carlos Castro', 'Rachid', 'Carmona', 'Alberto', 'Guerrero', 'Canella', 'Vranješ']]","[[76, 76, 72, 74, 73, 77, 70, 71, 73, 75, 75], [69, 66, 72, 67, 72, 72, 71]]","[[76, 76, 84, 75, 75, 81, 77, 78, 73, 81, 86], [77, 72, 72, 67, 76, 72, 72]]","[['Oblak', 'Jesús Gámez', 'Giménez', 'Lucas Hernández', 'Filipe Luís', 'Saúl', 'Kranevitter', 'Koke', 'Vietto', 'Correa', 'Griezmann'], ['Fernando Torres', 'Gabi', 'Juanfran', 'Moyá', 'Augusto', 'Thomas', 'Monsalve']]","[[82, 78, 81, 74, 82, 79, 76, 83, 78, 77, 84], [79, 81, 81, 80, 79, 74, 65]]","[[86, 78, 87, 85, 82, 88, 84, 87, 85, 88, 88], [79, 81, 81, 80, 79, 81, 71]]"
2015,30,19/03/2016,18:15 ,Real Sociedad,0-1,Las Palmas,Mateu Lahoz,Anoeta,"[['Rulli', 'Elustondo', 'Diego Reyes', 'Iñigo Martínez', 'Yuri', 'Rubén Pardo', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Jonathas', 'Carlos Vela'], ['Zurutuza', 'Granero', 'Carlos Martínez', 'Oier Olazábal', 'Mikel González', 'Markel Bergara', 'Héctor Hernández']]","[[79, 72, 75, 80, 74, 77, 77, 79, 73, 79, 81], [75, 77, 78, 70, 76, 76, 69]]","[[86, 80, 83, 84, 76, 83, 77, 81, 85, 80, 82], [75, 77, 78, 72, 76, 76, 75]]","[['Javi Varas', 'Aythami', 'David García', 'Lemos', 'Garrido', 'Tana', 'Roque Mesa', 'Momo', 'Jonathan Viera', 'Willian José', 'El Zhar'], ['Nili', 'Dani Castellano', 'Montoro', 'Lizoain', 'David Simón', 'Ángel', 'Araujo']]","[[75, 72, 70, 70, 72, 70, 73, 70, 77, 71, 74], [65, 69, 70, 68, 74, 71, 76]]","[[75, 72, 70, 77, 72, 74, 75, 70, 79, 77, 74], [74, 69, 71, 72, 76, 71, 80]]"
2015,30,19/03/2016,18:15 ,Granada,2-2,Rayo Vallecano,Hernández Hernández,Estadio Nuevo Los Carmenes,"[['Jesús Fernández', 'Foulquier', 'Ricardo Costa', 'Babin', 'Rubén Pérez', 'Doucouré', 'Biraghi', 'Rochina', 'Cuenca', 'Success', 'El-Arabi'], ['Peñaranda', 'Krhin', 'Edgar', 'Kelava', 'Fran Rico', 'Rober Ibáñez', 'Dória']]","[[69, 71, 74, 74, 76, 73, 73, 73, 69, 70, 75], [72, 75, 73, 71, 75, 73, 75]]","[[70, 77, 74, 74, 77, 79, 79, 77, 73, 82, 75], [84, 79, 77, 71, 75, 80, 81]]","[['Juan Carlos', 'Tito', 'Zé Castro', 'Quini', 'Crespo', 'Trashorras', 'Iturra', 'Pablo Hernández', 'Embarba', 'Miku', 'Piti'], ['Manucho', 'Bebé', 'Özbiliz', 'Yoel', 'Amaya', 'Baena', 'Javi Guerra']]","[[70, 77, 76, 70, 70, 79, 74, 76, 73, 73, 73], [76, 72, 75, 72, 76, 78, 74]]","[[70, 77, 76, 72, 70, 79, 74, 76, 79, 73, 73], [76, 75, 77, 73, 76, 79, 74]]"
2015,30,19/03/2016,20:30 ,Deportivo de La Coruña,2-1,Levante,Bikandi Garrido,Estadio Municipal de Riazor,"[['Lux', 'Juanfran', 'Arribas', 'Luisinho', 'Fernando Navarro', 'Borges', 'Fajr', 'Cani', 'Mosquera', 'Luis Alberto', 'Lucas Pérez'], ['Fede Cartabia', 'Álex Bergantiños', 'Oriol Riera', 'Manu Fernández', 'Laure', 'Jonathan Rodríguez', 'Lopo']]","[[76, 74, 75, 74, 75, 77, 76, 74, 78, 75, 79], [74, 74, 72, 68, 74, 74, 60]]","[[76, 75, 76, 74, 75, 78, 77, 74, 78, 83, 80], [81, 74, 72, 68, 74, 82, 71]]","[['Mariño', 'Feddal', 'Medjani', 'Juanfran', 'Lerma', 'Verza', 'Simão Junior', 'Verdú', 'Rossi', 'Deyverson', 'Morales'], ['Rubén García', 'Cuero', 'Víctor Casadesús', 'Rubén', 'Camarasa', 'Orbán', 'Pedro López']]","[[73, 75, 71, 74, 72, 75, 75, 76, 78, 76, 77], [74, 72, 74, 74, 75, 77, 72]]","[[75, 76, 71, 75, 81, 75, 76, 76, 78, 80, 77], [81, 79, 74, 74, 83, 78, 72]]"
2015,30,19/03/2016,22:05 ,Betis,0-1,Málaga,Clos Gómez,Benito Villamarín,"[['Adán', 'Montoya', 'Pezzella', 'Westermann', 'Vargas', ""N'Diaye"", 'Dani Ceballos', 'Musonda', 'Kadir', 'Leandro Damião', 'Rubén Castro'], ['Fabián', 'Joaquín', 'Jorge Molina', 'Dani Giménez', 'Petros', 'Bruno', 'Cejudo']]","[[77, 78, 73, 76, 76, 77, 74, 71, 73, 74, 79], [70, 79, 75, 70, 76, 74, 74]]","[[77, 81, 79, 76, 76, 79, 85, 86, 73, 74, 79], [84, 79, 75, 70, 78, 78, 74]]","[['Ochoa', 'Rosales', 'Weligton', 'Albentosa', 'Miguel Torres', 'Juanpi Añor', 'Recio', 'Camacho', 'Chori Castro', 'Čop', 'Charles'], ['Juankar', 'Pablo Fornals', 'Atsu', 'Uche', 'Duda', 'Filipenko', 'Aarón']]","[[79, 76, 78, 74, 74, 75, 76, 80, 81, 72, 76], [72, 71, 76, 77, 73, 73, 54]]","[[79, 77, 78, 75, 74, 85, 80, 82, 81, 74, 76], [74, 79, 81, 77, 73, 73, 60]]"
