Season,Round,TeamHome,Result,TeamAway,Stadium,Date,Time,Spectators,Referee,YellowCards,RedCards
2019,8,Real Sociedad ,1 – 2 ,Getafe ,Reale Seguros Stadium ,6 de octubre ,18:30 ,30153,González Fuertes ,6,0
2019,8,Barcelona ,4 – 0 ,Sevilla ,Camp Nou ,6 de octubre ,21:00 ,81331,Mateu Lahoz ,8,2
2019,9,Granada ,1 – 0 ,Osasuna ,Los Cármenes ,18 de octubre ,21:00 ,16986,Estrada Fernández ,8,1
2019,9,Eibar ,0 – 3 ,Barcelona ,Ipurúa ,19 de octubre ,13:00 ,7295,Melero López ,5,0
2019,9,Atlético de Madrid ,1 – 1 ,Valencia ,Wanda Metropolitano ,19 de octubre ,16:00 ,61603,Cordero Vega ,3,1
2019,9,Getafe ,2 – 0 ,Leganés ,Alfonso Pérez ,19 de octubre ,18:30 ,13018,Martínez Munuera ,5,0
2019,9,Mallorca ,1 – 0 ,Real Madrid ,Estadio de Son Moix ,19 de octubre ,21:00 ,20275,Alberola Rojas ,2,1
2019,9,Deportivo Alavés ,2 – 0 ,Celta de Vigo ,Mendizorroza ,20 de octubre ,12:00 ,16584,González González ,6,0
2019,9,Real Sociedad ,3 – 1 ,Betis ,Reale Arena ,20 de octubre ,14:00 ,28032,Soto Grado ,6,0
2019,9,Espanyol ,0 – 1 ,Villarreal ,RCDE Stadium ,20 de octubre ,16:00 ,20653,Del Cerro Grande ,3,0
2019,9,Athletic Club ,1 – 1 ,Valladolid ,San Mamés ,20 de octubre ,18:30 ,37107,Gil Manzano ,5,0
2019,9,Sevilla ,1 – 0 ,Levante  ,Sánchez-Pizjuán ,20 de octubre ,21:00 ,34657,Cuadra Fernández ,4,0
