Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee
2010,30,02/04/2011,Getafe,2-4,Valencia,Coliseum Alfonso Pérez,Delgado Ferreiro
2010,30,02/04/2011,Villarreal,0-1,Barcelona,El Madrigal,Ramírez Domínguez
2010,30,04/04/2011,Almería,1-3,Athletic Club,Juegos del Mediterráneo,Mateu Lahoz
2010,30,02/04/2011,Real Madrid,0-1,Sporting de Gijón,Santiago Bernabéu,González González
2010,30,03/04/2011,Osasuna,2-3,Atlético de Madrid,Reyno de Navarra,Fernández Borbalán
2010,30,03/04/2011,Real Sociedad,1-3,Hércules,Anoeta,Velasco Carballo
2010,30,03/04/2011,Espanyol,1-2,Racing de Santander,Cornellà -El Prat,Undiano Mallenco
2010,30,03/04/2011,Levante,3-1,Málaga,Ciutat de Valencia,Iturralde González
2010,30,03/04/2011,Deportivo de La Coruña,2-1,Mallorca,Nuevo Riazor,Teixeira Vitienes
2010,31,09/04/2011,Mallorca,2-2,Sevilla,Ono Estadi,Turienzo Álvarez
2010,31,11/04/2011,Zaragoza,2-1,Getafe,La Romareda,Estrada Fernández
2010,31,10/04/2011,Valencia,5-0,Villarreal,Mestalla,Muñiz Fernández
2010,31,09/04/2011,Barcelona,3-1,Almería,Nou Camp,Ayza Gámez
2010,31,09/04/2011,Athletic Club,0-3,Real Madrid,San Mamés,Clos Gómez
2010,31,10/04/2011,Sporting de Gijón,1-0,Osasuna,El Molinón,Teixeira Vitienes
2010,31,10/04/2011,Atlético de Madrid,3-0,Real Sociedad,Vicente Calderón,Álvarez Izquierdo
2010,31,10/04/2011,Hércules,0-0,Espanyol,José Rico Pérez,Iglesias Villanueva
2010,31,10/04/2011,Racing de Santander,1-1,Levante,El Sardinero,Rubinos Pérez
2010,31,10/04/2011,Málaga,0-0,Deportivo de La Coruña,La Rosaleda,Pérez Lasa
2010,32,16/04/2011,Getafe,1-0,Sevilla,Coliseum Alfonso Pérez,Teixeira Vitienes
2010,32,18/04/2011,Villarreal,1-0,Zaragoza,El Madrigal,Turienzo Álvarez
2010,32,16/04/2011,Almería,0-3,Valencia,Juegos del Mediterráneo,Teixeira Vitienes
2010,32,16/04/2011,Real Madrid,1-1,Barcelona,Santiago Bernabéu,Muñiz Fernández
2010,32,17/04/2011,Osasuna,1-2,Athletic Club,Reyno de Navarra,Paradas Romero
2010,32,17/04/2011,Real Sociedad,2-1,Sporting de Gijón,Anoeta,Iglesias Villanueva
2010,32,17/04/2011,Espanyol,2-2,Atlético de Madrid,Cornellà -El Prat,Mateu Lahoz
2010,32,17/04/2011,Levante,2-1,Hércules,Ciutat de Valencia,González González
2010,32,17/04/2011,Deportivo de La Coruña,2-0,Racing de Santander,Nuevo Riazor,Álvarez Izquierdo
2010,32,16/04/2011,Málaga,3-0,Mallorca,La Rosaleda,Clos Gómez
2010,33,24/04/2011,Mallorca,2-0,Getafe,Ono Estadi,Ayza Gámez
2010,33,24/04/2011,Sevilla,3-2,Villarreal,Ramón Sánchez Pizjuán,Undiano Mallenco
2010,33,25/04/2011,Zaragoza,1-0,Almería,La Romareda,Muñiz Fernández
2010,33,23/04/2011,Valencia,3-6,Real Madrid,Mestalla,Pérez Lasa
2010,33,23/04/2011,Barcelona,2-0,Osasuna,Nou Camp,Delgado Ferreiro
2010,33,23/04/2011,Athletic Club,2-1,Real Sociedad,San Mamés,Fernández Borbalán
2010,33,24/04/2011,Sporting de Gijón,1-0,Espanyol,El Molinón,Rubinos Pérez
2010,33,24/04/2011,Atlético de Madrid,4-1,Levante,Vicente Calderón,Estrada Fernández
2010,33,24/04/2011,Hércules,1-0,Deportivo de La Coruña,José Rico Pérez,Ramírez Domínguez
2010,33,24/04/2011,Racing de Santander,1-2,Málaga,El Sardinero,Mateu Lahoz
2010,34,01/05/2011,Villarreal,2-1,Getafe,El Madrigal,Clos Gómez
2010,34,01/05/2011,Almería,0-1,Sevilla,Juegos del Mediterráneo,Rubinos Pérez
2010,34,30/04/2011,Real Madrid,2-3,Zaragoza,Santiago Bernabéu,Ayza Gámez
2010,34,01/05/2011,Osasuna,1-0,Valencia,Reyno de Navarra,Velasco Carballo
2010,34,30/04/2011,Real Sociedad,2-1,Barcelona,Anoeta,Teixeira Vitienes
2010,34,02/05/2011,Espanyol,2-1,Athletic Club,Teixeira Vitienes,Teixeira Vitienes
2010,34,01/05/2011,Levante,0-0,Sporting de Gijón,Ciutat de Valencia,Álvarez Izquierdo
2010,34,30/04/2011,Deportivo de La Coruña,0-1,Atlético de Madrid,Nuevo Riazor,Turienzo Álvarez
2010,34,01/05/2011,Málaga,3-1,Hércules,La Rosaleda,Undiano Mallenco
2010,34,01/05/2011,Racing de Santander,2-0,Mallorca,El Sardinero,Delgado Ferreiro
2010,35,08/05/2011,Mallorca,0-0,Villarreal,Ono Estadi,Paradas Romero
2010,35,07/05/2011,Getafe,2-0,Almería,Coliseum Alfonso Pérez,Muñiz Fernández
2010,35,07/05/2011,Sevilla,2-6,Real Madrid,Ramón Sánchez Pizjuán,Mateu Lahoz
2010,35,08/05/2011,Zaragoza,1-3,Osasuna,La Romareda,Iturralde González
2010,35,07/05/2011,Valencia,3-0,Real Sociedad,Mestalla,González González
2010,35,08/05/2011,Barcelona,2-0,Espanyol,Nou Camp,Fernández Borbalán
2010,35,07/05/2011,Athletic Club,3-2,Levante,Ramírez Domínguez,Ramírez Domínguez
2010,35,07/05/2011,Sporting de Gijón,2-2,Deportivo de La Coruña,El Molinón,Estrada Fernández
2010,35,07/05/2011,Atlético de Madrid,0-3,Málaga,Vicente Calderón,Iglesias Villanueva
2010,35,07/05/2011,Hércules,2-3,Racing de Santander,José Rico Pérez,Pérez Lasa
2010,36,11/05/2011,Almería,0-0,Villarreal,Juegos del Mediterráneo,Estrada Fernández
2010,36,10/05/2011,Real Madrid,4-0,Getafe,Santiago Bernabéu,Ramírez Domínguez
2010,36,11/05/2011,Osasuna,3-2,Sevilla,Reyno de Navarra,Muñiz Fernández
2010,36,11/05/2011,Real Sociedad,2-1,Zaragoza,Anoeta,Álvarez Izquierdo
2010,36,11/05/2011,Espanyol,2-2,Valencia,Cornellà -El Prat,Clos Gómez
2010,36,11/05/2011,Levante,1-1,Barcelona,Ciutat de Valencia,Paradas Romero
2010,36,10/05/2011,Deportivo de La Coruña,2-1,Athletic Club,Nuevo Riazor,Mateu Lahoz
2010,36,10/05/2011,Málaga,2-0,Sporting de Gijón,La Rosaleda,Iturralde González
2010,36,10/05/2011,Racing de Santander,2-1,Atlético de Madrid,El Sardinero,González González
2010,36,11/05/2011,Hércules,2-2,Mallorca,José Rico Pérez,Turienzo Álvarez
2010,37,15/05/2011,Almería,3-1,Mallorca,Juegos del Mediterráneo,Pérez Lasa
2010,37,15/05/2011,Villarreal,1-3,Real Madrid,El Madrigal,Undiano Mallenco
2010,37,15/05/2011,Getafe,2-0,Osasuna,Coliseum Alfonso Pérez,Mateu Lahoz
2010,37,15/05/2011,Sevilla,3-1,Real Sociedad,Ramón Sánchez Pizjuán,Turienzo Álvarez
2010,37,15/05/2011,Zaragoza,1-0,Espanyol,La Romareda,González González
2010,37,15/05/2011,Valencia,0-0,Levante,Mestalla,Teixeira Vitienes
2010,37,15/05/2011,Barcelona,0-0,Deportivo de La Coruña,Nou Camp,Delgado Ferreiro
2010,37,15/05/2011,Athletic Club,1-1,Málaga,San Mamés,Muñiz Fernández
2010,37,15/05/2011,Sporting de Gijón,2-1,Racing de Santander,El Molinón,Ayza Gámez
2010,37,15/05/2011,Atlético de Madrid,2-1,Hércules,Vicente Calderón,Iturralde González
2010,38,21/05/2011,Real Madrid,8-1,Almería,Santiago Bernabéu,Iglesias Villanueva
2010,38,21/05/2011,Osasuna,1-0,Villarreal,Reyno de Navarra,Turienzo Álvarez
2010,38,21/05/2011,Real Sociedad,1-1,Getafe,Anoeta,Teixeira Vitienes
2010,38,21/05/2011,Espanyol,2-3,Sevilla,Cornellà -El Prat,Undiano Mallenco
2010,38,21/05/2011,Levante,1-2,Zaragoza,Ciutat de Valencia,Fernández Borbalán
2010,38,21/05/2011,Deportivo de La Coruña,0-2,Valencia,Nuevo Riazor,Muñiz Fernández
2010,38,21/05/2011,Málaga,1-3,Barcelona,La Rosaleda,Clos Gómez
2010,38,21/05/2011,Racing de Santander,1-2,Athletic Club,El Sardinero,Álvarez Izquierdo
2010,38,21/05/2011,Hércules,0-0,Sporting de Gijón,José Rico Pérez,Ramírez Domínguez
2010,38,21/05/2011,Mallorca,3-4,Atlético de Madrid,Ono Estadi,Mateu Lahoz
2011,1,21/01/2012,Betis,1-1,Sevilla,Benito Villamarín,Velasco Carballo
2011,1,22/01/2012,Osasuna,1-1,Valencia,Reyno de Navarra,Teixeira Vitienes
2011,1,22/01/2012,Rayo Vallecano,0-1,Mallorca,Estadio de Vallecas Teresa Rivero,Iturralde González
2011,1,22/01/2012,Málaga,1-4,Barcelona,La Rosaleda,Undiano Mallenco
2011,1,22/01/2012,Levante,0-0,Zaragoza,Fernández Borbalán,Fernández Borbalán
2011,1,22/01/2012,Real Madrid,4-1,Athletic Club,Santiago Bernabéu,Mateu Lahoz
2011,1,23/01/2012,Villarreal,3-0,Sporting de Gijón,El Madrigal,Álvarez Izquierdo
2011,2,27/08/2011,Sporting de Gijón,1-2,Real Sociedad,El Molinón,Paradas Romero
2011,2,27/08/2011,Valencia,4-3,Racing de Santander,Mestalla,Estrada Fernández
2011,2,27/08/2011,Granada,0-1,Betis,Nuevo Los Cármenes,Pérez Lasa
2011,2,28/08/2011,Atlético de Madrid,0-0,Osasuna,Vicente Calderón,Ayza Gámez
2011,2,28/08/2011,Athletic Club,1-1,Rayo Vallecano,San Mamés,Teixeira Vitienes
2011,2,28/08/2011,Mallorca,1-0,Espanyol,Son Moix,Pérez Montero
2011,2,28/08/2011,Getafe,1-1,Levante,Coliseum Alfonso Pérez,Iglesias Villanueva
2011,2,28/08/2011,Zaragoza,0-6,Real Madrid,La Romareda,Muñiz Fernández
2011,2,28/08/2011,Sevilla,2-1,Málaga,Ramón Sánchez Pizjuán,Delgado Ferreiro
2011,2,29/08/2011,Barcelona,5-0,Villarreal,Camp Nou,Turienzo Álvarez
2011,3,10/09/2011,Real Sociedad,2-2,Barcelona,Anoeta,Mateu Lahoz
2011,3,10/09/2011,Villarreal,2-2,Sevilla,El Madrigal,Teixeira Vitienes
2011,3,10/09/2011,Real Madrid,4-2,Getafe,Santiago Bernabéu,Clos Gómez
2011,3,10/09/2011,Valencia,1-0,Atlético de Madrid,Mestalla,González González
2011,3,11/09/2011,Betis,1-0,Mallorca,Benito Villamarín,Del Cerro Grande
2011,3,11/09/2011,Racing de Santander,0-0,Levante,Campos de Sport de El Sardinero,Undiano Mallenco
2011,3,11/09/2011,Osasuna,2-1,Sporting de Gijón,Reyno de Navarra,Fernández Borbalán
2011,3,11/09/2011,Rayo Vallecano,0-0,Zaragoza,Álvarez Izquierdo,Álvarez Izquierdo
2011,3,11/09/2011,Espanyol,2-1,Athletic Club,Cornellá - El Prat,Velasco Carballo
2011,3,12/09/2011,Málaga,4-0,Granada,La Rosaleda,Ayza Gámez
2011,4,17/09/2011,Sporting de Gijón,0-1,Valencia,El Molinón,Delgado Ferreiro
2011,4,17/09/2011,Granada,1-0,Villarreal,Nuevo Los Cármenes,Estrada Fernández
2011,4,17/09/2011,Mallorca,0-1,Málaga,Son Moix,Pérez Lasa
2011,4,17/09/2011,Barcelona,8-0,Osasuna,Camp Nou,Muñiz Fernández
2011,4,17/09/2011,Sevilla,1-0,Real Sociedad,Ramón Sánchez Pizjuán,Teixeira Vitienes
2011,4,18/09/2011,Getafe,0-1,Rayo Vallecano,Coliseum Alfonso Pérez,Pérez Montero
2011,4,18/09/2011,Zaragoza,2-1,Espanyol,La Romareda,Paradas Romero
2011,4,18/09/2011,Atlético de Madrid,4-0,Racing de Santander,Vicente Calderón,Iglesias Villanueva
2011,4,18/09/2011,Levante,1-0,Real Madrid,Ciutat de Valencia,Turienzo Álvarez
2011,4,18/09/2011,Athletic Club,2-3,Betis,San Mamés,Ayza Gámez
2011,5,20/09/2011,Osasuna,0-0,Sevilla,Reyno de Navarra,Del Cerro Grande
2011,5,20/09/2011,Real Sociedad,1-0,Granada,Anoeta,Álvarez Izquierdo
2011,5,20/09/2011,Villarreal,2-0,Mallorca,El Madrigal,González González
2011,5,21/09/2011,Atlético de Madrid,4-0,Sporting de Gijón,Vicente Calderón,Iturralde González
2011,5,21/09/2011,Málaga,1-0,Athletic Club,La Rosaleda,Teixeira Vitienes
2011,5,21/09/2011,Rayo Vallecano,1-2,Levante,Estadio de Vallecas Teresa Rivero,Clos Gómez
2011,5,21/09/2011,Racing de Santander,0-0,Real Madrid,Campos de Sport de El Sardinero,Fernández Borbalán
2011,5,21/09/2011,Valencia,2-2,Barcelona,Velasco Carballo,Velasco Carballo
2011,5,22/09/2011,Espanyol,1-0,Getafe,Cornellá - El Prat,Undiano Mallenco
2011,5,22/09/2011,Betis,4-3,Zaragoza,Benito Villamarín,Mateu Lahoz
2011,6,24/09/2011,Sevilla,1-0,Valencia,Ramón Sánchez Pizjuán,Muñiz Fernández
2011,6,24/09/2011,Athletic Club,1-1,Villarreal,San Mamés,Iglesias Villanueva
2011,6,24/09/2011,Real Madrid,6-2,Rayo Vallecano,Santiago Bernabéu,Paradas Romero
2011,6,24/09/2011,Barcelona,5-0,Atlético de Madrid,Camp Nou,Delgado Ferreiro
2011,6,25/09/2011,Mallorca,2-1,Real Sociedad,Son Moix,Ayza Gámez
2011,6,25/09/2011,Levante,3-1,Espanyol,Ciutat de Valencia,Pérez Lasa
2011,6,25/09/2011,Granada,1-1,Osasuna,Nuevo Los Cármenes,Teixeira Vitienes
2011,6,25/09/2011,Sporting de Gijón,0-0,Racing de Santander,El Molinón,Pérez Montero
2011,6,25/09/2011,Zaragoza,0-0,Málaga,La Romareda,Estrada Fernández
2011,6,26/09/2011,Getafe,1-0,Betis,Turienzo Álvarez,Turienzo Álvarez
2011,7,01/10/2011,Osasuna,2-2,Mallorca,Reyno de Navarra,Velasco Carballo
2011,7,01/10/2011,Villarreal,2-2,Zaragoza,El Madrigal,Del Cerro Grande
2011,7,01/10/2011,Racing de Santander,1-1,Rayo Vallecano,Campos de Sport de El Sardinero,Mateu Lahoz
2011,7,01/10/2011,Valencia,1-0,Granada,Mestalla,Iturralde González
2011,7,01/10/2011,Málaga,3-2,Getafe,La Rosaleda,Álvarez Izquierdo
2011,7,02/10/2011,Real Sociedad,1-2,Athletic Club,Anoeta,Fernández Borbalán
2011,7,02/10/2011,Betis,0-1,Levante,Benito Villamarín,González González
2011,7,02/10/2011,Atlético de Madrid,0-0,Sevilla,Vicente Calderón,Undiano Mallenco
2011,7,02/10/2011,Sporting de Gijón,0-1,Barcelona,El Molinón,Clos Gómez
2011,7,02/10/2011,Espanyol,0-4,Real Madrid,Cornellá - El Prat,Teixeira Vitienes
2011,8,15/10/2011,Mallorca,1-1,Valencia,Son Moix,Paradas Romero
2011,8,15/10/2011,Getafe,0-0,Villarreal,Coliseum Alfonso Pérez,Teixeira Vitienes
2011,8,15/10/2011,Real Madrid,4-1,Betis,Santiago Bernabéu,Delgado Ferreiro
2011,8,15/10/2011,Barcelona,3-0,Racing de Santander,Camp Nou,Ayza Gámez
2011,8,15/10/2011,Granada,0-0,Atlético de Madrid,Nuevo Los Cármenes,Turienzo Álvarez
2011,8,16/10/2011,Rayo Vallecano,0-1,Espanyol,Estadio de Vallecas Teresa Rivero,Iglesias Villanueva
2011,8,16/10/2011,Zaragoza,2-0,Real Sociedad,La Romareda,Pérez Montero
2011,8,16/10/2011,Levante,3-0,Málaga,Ciutat de Valencia,Muñiz Fernández
2011,8,16/10/2011,Sevilla,2-1,Sporting de Gijón,Ramón Sánchez Pizjuán,Pérez Lasa
2011,8,17/10/2011,Athletic Club,3-1,Osasuna,San Mamés,Estrada Fernández
2011,9,22/10/2011,Sporting de Gijón,2-0,Granada,El Molinón,Iglesias Villanueva
2011,9,22/10/2011,Racing de Santander,0-1,Espanyol,Campos de Sport de El Sardinero,Turienzo Álvarez
2011,9,22/10/2011,Málaga,0-4,Real Madrid,La Rosaleda,Mateu Lahoz
2011,9,22/10/2011,Barcelona,0-0,Sevilla,Camp Nou,Iturralde González
2011,9,23/10/2011,Betis,0-2,Rayo Vallecano,Benito Villamarín,Undiano Mallenco
2011,9,23/10/2011,Real Sociedad,0-0,Getafe,Anoeta,Estrada Fernández
2011,9,23/10/2011,Atlético de Madrid,1-1,Mallorca,Vicente Calderón,Fernández Borbalán
2011,9,23/10/2011,Osasuna,3-0,Zaragoza,Reyno de Navarra,González González
2011,9,23/10/2011,Valencia,1-1,Athletic Club,Mestalla,Clos Gómez
2011,9,23/10/2011,Villarreal,0-3,Levante,El Madrigal,Delgado Ferreiro
2011,10,25/10/2011,Granada,0-1,Barcelona,Nuevo Los Cármenes,Muñiz Fernández
2011,10,25/10/2011,Sevilla,2-2,Racing de Santander,Ramón Sánchez Pizjuán,Álvarez Izquierdo
2011,10,26/10/2011,Zaragoza,0-1,Valencia,La Romareda,Velasco Carballo
2011,10,26/10/2011,Getafe,2-2,Osasuna,Coliseum Alfonso Pérez,Paradas Romero
2011,10,26/10/2011,Levante,3-2,Real Sociedad,Ciutat de Valencia,Iglesias Villanueva
2011,10,26/10/2011,Rayo Vallecano,2-0,Málaga,Estadio de Vallecas Teresa Rivero,Ayza Gámez
2011,10,26/10/2011,Mallorca,1-2,Sporting de Gijón,Son Moix,Del Cerro Grande
2011,10,26/10/2011,Real Madrid,3-0,Villarreal,Santiago Bernabéu,Pérez Lasa
2011,10,27/10/2011,Espanyol,1-0,Betis,Cornellá - El Prat,Teixeira Vitienes
2011,10,27/10/2011,Athletic Club,3-0,Atlético de Madrid,San Mamés,Teixeira Vitienes
2011,11,29/10/2011,Valencia,3-1,Getafe,Mestalla,Fernández Borbalán
2011,11,29/10/2011,Villarreal,2-0,Rayo Vallecano,El Madrigal,Turienzo Álvarez
2011,11,29/10/2011,Barcelona,5-0,Mallorca,Camp Nou,Pérez Montero
2011,11,29/10/2011,Real Sociedad,0-1,Real Madrid,Anoeta,Undiano Mallenco
2011,11,30/10/2011,Sporting de Gijón,1-1,Athletic Club,El Molinón,González González
2011,11,30/10/2011,Osasuna,2-0,Levante,Reyno de Navarra,Iturralde González
2011,11,30/10/2011,Racing de Santander,1-0,Betis,Clos Gómez,Clos Gómez
2011,11,30/10/2011,Atlético de Madrid,3-1,Zaragoza,Vicente Calderón,Estrada Fernández
2011,11,30/10/2011,Málaga,2-1,Espanyol,La Rosaleda,Delgado Ferreiro
2011,11,31/10/2011,Sevilla,1-2,Granada,Ramón Sánchez Pizjuán,Mateu Lahoz
2011,12,05/11/2011,Mallorca,0-0,Sevilla,Son Moix,Teixeira Vitienes
2011,12,05/11/2011,Betis,0-0,Málaga,Benito Villamarín,Teixeira Vitienes
2011,12,05/11/2011,Levante,0-2,Valencia,Ciutat de Valencia,Del Cerro Grande
2011,12,06/11/2011,Real Madrid,7-1,Osasuna,Santiago Bernabéu,Álvarez Izquierdo
2011,12,06/11/2011,Granada,0-0,Racing de Santander,Nuevo Los Cármenes,Velasco Carballo
2011,12,06/11/2011,Zaragoza,2-2,Sporting de Gijón,La Romareda,Ayza Gámez
2011,12,06/11/2011,Rayo Vallecano,4-0,Real Sociedad,Estadio de Vallecas Teresa Rivero,Muñiz Fernández
2011,12,06/11/2011,Espanyol,0-0,Villarreal,Cornellá - El Prat,Fernández Borbalán
2011,12,06/11/2011,Athletic Club,2-2,Barcelona,San Mamés,Paradas Romero
2011,12,06/11/2011,Getafe,3-2,Atlético de Madrid,Coliseum Alfonso Pérez,Pérez Lasa
2011,13,19/11/2011,Villarreal,1-0,Betis,El Madrigal,Muñiz Fernández
2011,13,19/11/2011,Barcelona,4-0,Zaragoza,Undiano Mallenco,Undiano Mallenco
2011,13,19/11/2011,Valencia,2-3,Real Madrid,Mestalla,Teixeira Vitienes
2011,13,20/11/2011,Real Sociedad,0-0,Espanyol,Anoeta,Del Cerro Grande
2011,13,20/11/2011,Sporting de Gijón,2-1,Getafe,El Molinón,Turienzo Álvarez
2011,13,20/11/2011,Osasuna,0-0,Rayo Vallecano,Reyno de Navarra,Iglesias Villanueva
2011,13,20/11/2011,Sevilla,1-2,Athletic Club,Ramón Sánchez Pizjuán,Ayza Gámez
2011,13,20/11/2011,Atlético de Madrid,3-2,Levante,Vicente Calderón,Pérez Montero
2011,13,21/11/2011,Racing de Santander,1-3,Málaga,Campos de Sport de El Sardinero,Iturralde González
2011,13,20/11/2011,Granada,2-2,Mallorca,Nuevo Los Cármenes,Clos Gómez
2011,14,26/11/2011,Rayo Vallecano,1-2,Valencia,Estadio de Vallecas Teresa Rivero,Estrada Fernández
2011,14,26/11/2011,Real Madrid,4-1,Atlético de Madrid,Santiago Bernabéu,Mateu Lahoz
2011,14,26/11/2011,Getafe,1-0,Barcelona,Coliseum Alfonso Pérez,Teixeira Vitienes
2011,14,27/11/2011,Betis,2-3,Real Sociedad,Benito Villamarín,Álvarez Izquierdo
2011,14,27/11/2011,Levante,4-0,Sporting de Gijón,Ciutat de Valencia,Paradas Romero
2011,14,27/11/2011,Mallorca,2-1,Racing de Santander,Son Moix,Fernández Borbalán
2011,14,27/11/2011,Espanyol,1-2,Osasuna,Cornellá - El Prat,González González
2011,14,27/11/2011,Athletic Club,0-1,Granada,San Mamés,Undiano Mallenco
2011,14,27/11/2011,Zaragoza,0-1,Sevilla,Pérez Lasa,Pérez Lasa
2011,14,28/11/2011,Málaga,2-1,Villarreal,La Rosaleda,Velasco Carballo
2011,15,03/12/2011,Sporting de Gijón,0-3,Real Madrid,El Molinón,Iturralde González
2011,15,03/12/2011,Racing de Santander,1-0,Villarreal,Campos de Sport de El Sardinero,Pérez Montero
2011,15,03/12/2011,Barcelona,5-0,Levante,Camp Nou,Teixeira Vitienes
2011,15,03/12/2011,Valencia,2-1,Espanyol,Mestalla,Velasco Carballo
2011,15,04/12/2011,Atlético de Madrid,3-1,Rayo Vallecano,Vicente Calderón,Clos Gómez
2011,15,04/12/2011,Real Sociedad,3-2,Málaga,Anoeta,Turienzo Álvarez
2011,15,04/12/2011,Osasuna,2-1,Betis,Reyno de Navarra,Ayza Gámez
2011,15,04/12/2011,Mallorca,1-1,Athletic Club,Son Moix,Muñiz Fernández
2011,15,04/12/2011,Granada,1-0,Zaragoza,Nuevo Los Cármenes,Delgado Ferreiro
2011,15,05/12/2011,Sevilla,3-0,Getafe,Ramón Sánchez Pizjuán,Iglesias Villanueva
2011,16,10/12/2011,Levante,1-0,Sevilla,Álvarez Izquierdo,Álvarez Izquierdo
2011,16,10/12/2011,Betis,2-1,Valencia,Benito Villamarín,Pérez Lasa
2011,16,10/12/2011,Real Madrid,1-3,Barcelona,Santiago Bernabéu,Fernández Borbalán
2011,16,11/12/2011,Rayo Vallecano,1-3,Sporting de Gijón,Estadio de Vallecas Teresa Rivero,Mateu Lahoz
2011,16,11/12/2011,Getafe,1-0,Granada,Coliseum Alfonso Pérez,González González
2011,16,11/12/2011,Villarreal,1-1,Real Sociedad,El Madrigal,Undiano Mallenco
2011,16,11/12/2011,Zaragoza,0-1,Mallorca,La Romareda,Teixeira Vitienes
2011,16,11/12/2011,Málaga,1-1,Osasuna,La Rosaleda,Estrada Fernández
2011,16,11/12/2011,Athletic Club,1-1,Racing de Santander,San Mamés,Del Cerro Grande
2011,16,11/12/2011,Espanyol,4-2,Atlético de Madrid,Cornellá - El Prat,Paradas Romero
2011,17,29/11/2011,Barcelona,4-0,Rayo Vallecano,Camp Nou,Pérez Lasa
2011,17,17/12/2011,Mallorca,1-2,Getafe,Son Moix,Iturralde González
2011,17,17/12/2011,Sporting de Gijón,1-2,Espanyol,El Molinón,Ayza Gámez
2011,17,17/12/2011,Athletic Club,2-1,Zaragoza,Pérez Montero,Pérez Montero
2011,17,17/12/2011,Sevilla,2-6,Real Madrid,Clos Gómez,Clos Gómez
2011,17,18/12/2011,Atlético de Madrid,0-2,Betis,Vicente Calderón,González González
2011,17,18/12/2011,Granada,2-1,Levante,Nuevo Los Cármenes,Del Cerro Grande
2011,17,18/12/2011,Osasuna,2-1,Villarreal,Reyno de Navarra,Delgado Ferreiro
2011,17,18/12/2011,Racing de Santander,0-0,Real Sociedad,Campos de Sport de El Sardinero,Velasco Carballo
2011,17,18/12/2011,Valencia,2-0,Málaga,Mestalla,Iglesias Villanueva
2011,18,07/01/2012,Racing de Santander,1-0,Zaragoza,Campos de Sport de El Sardinero,Paradas Romero
2011,18,07/01/2012,Levante,0-0,Mallorca,Ciutat de Valencia,Undiano Mallenco
2011,18,07/01/2012,Real Sociedad,0-0,Osasuna,Anoeta,Teixeira Vitienes
2011,18,07/01/2012,Real Madrid,5-1,Granada,Santiago Bernabéu,Muñiz Fernández
2011,18,07/01/2012,Málaga,0-0,Atlético de Madrid,La Rosaleda,Teixeira Vitienes
2011,18,08/01/2012,Rayo Vallecano,2-1,Sevilla,Estadio de Vallecas Teresa Rivero,González González
2011,18,08/01/2012,Getafe,0-0,Athletic Club,Coliseum Alfonso Pérez,Álvarez Izquierdo
2011,18,08/01/2012,Villarreal,2-2,Valencia,Fernández Borbalán,Fernández Borbalán
2011,18,08/01/2012,Betis,2-0,Sporting de Gijón,Benito Villamarín,Estrada Fernández
2011,18,08/01/2012,Espanyol,1-1,Barcelona,Cornellá - El Prat,Turienzo Álvarez
2011,19,14/01/2012,Zaragoza,1-1,Getafe,La Romareda,Mateu Lahoz
2011,19,14/01/2012,Granada,1-2,Rayo Vallecano,Nuevo Los Cármenes,Ayza Gámez
2011,19,14/01/2012,Sevilla,0-0,Espanyol,Ramón Sánchez Pizjuán,Teixeira Vitienes
2011,19,14/01/2012,Mallorca,1-2,Real Madrid,Son Moix,Pérez Montero
2011,19,14/01/2012,Valencia,0-1,Real Sociedad,Mestalla,Estrada Fernández
2011,19,15/01/2012,Atlético de Madrid,3-0,Villarreal,Vicente Calderón,Turienzo Álvarez
2011,19,15/01/2012,Osasuna,0-2,Racing de Santander,Reyno de Navarra,Clos Gómez
2011,19,15/01/2012,Athletic Club,3-0,Levante,San Mamés,Velasco Carballo
2011,19,15/01/2012,Sporting de Gijón,2-1,Málaga,El Molinón,Del Cerro Grande
2011,19,15/01/2012,Barcelona,4-2,Betis,Camp Nou,Iglesias Villanueva
2011,20,01/05/2012,Getafe,1-1,Racing de Santander,Coliseum Alfonso Pérez,Undiano Mallenco
2011,20,01/05/2012,Granada,2-1,Espanyol,Nuevo Los Cármenes,Mateu Lahoz
2011,20,01/05/2012,Sporting de Gijón,2-3,Villarreal,El Molinón,Del Cerro Grande
2011,20,02/05/2012,Atlético de Madrid,1-1,Real Sociedad,Vicente Calderón,Iglesias Villanueva
